server,osobaid,datum,id,pocetSlov,Sentiment,ethos,pathos,logos,neg,neu,pos,manipulation,populism,topics,entities
Twitter,andrej-babis,07.01.2021 0:00:00,2d656dfa4c27fa0a22cbd51ee628013e,42,-0.3548,0.5,0.2,0.8,0.0645,0.9355,0,0.1,0,"cestování;testování na covid-19",""
Twitter,andrej-babis,24.12.2022 0:00:00,2d65c2176c93d6949748b22cead40e4e,10,0.8881,0.2,0.5,0,0,0.364,0.636,0.1,0.3,"vánoce;přání;politika","Babiš"
Twitter,andrej-babis,22.12.2020 0:00:00,2d67d6aa86eb05558893a9534536921b,32,0.4019,0.5,0.3,0.7,0,0.922,0.078,0.2,0.1,"antigenní testování;covid-19;karanténa","COVID-19"
Twitter,andrej-babis,20.12.2019 0:00:00,2d6914e69690ae876e2d677173248001,38,0.484,0.6,0.4,0.8,0.046,0.843,0.111,0.2,0.3,"podpora podnikání",""
Facebook,andrej-babis,02.05.2019 0:00:00,2D6CA02F2662E584250E41F78A3856F1,12,0.6597,0.3,0.5,0,0,0.707,0.293,0.2,0.4,"mediální vystoupení","Soukup"
Twitter,andrej-babis,23.01.2020 0:00:00,2d6db4a318cb179a42d61845074f3e53,33,-0.0941,0.6,0.5,0.7,0.048,0.952,0,0.4,0.8,"stravenkový paušál;příspěvek na stravování;zaměstnanci",""
Twitter,andrej-babis,04.03.2020 0:00:00,2d73b8e069d6b66f437a2125d947de76,10,0,0.3,0.1,0.2,0,1,0,0.1,0.2,"visegrádská skupina;mezinárodní spolupráce;politické setkání",""
Twitter,andrej-babis,20.04.2020 0:00:00,2d77ed19f8f1deb18c9559d90023dbc2,31,0.4588,0.6,0.5,0.7,0,0.871,0.129,0.3,0.4,"diskuze s odborníky","NERVu"
Twitter,andrej-babis,20.11.2020 0:00:00,2d77ed978c0ca6b52891adeae4d4d15e,18,0.5859,0.7,0.5,0.6,0,0.756,0.244,0.4,0.5,"zmrazení platů;ústavní činitelé",""
Twitter,andrej-babis,07.01.2020 0:00:00,2d7d17966dd54f265b6997e88cb9c7fd,38,0.7783,0.6,0.5,0.7,0,0.837,0.163,0.3,0.4,"","Toufar;Unie fyzioterapeutů"
Twitter,andrej-babis,29.06.2020 0:00:00,2d84bd7b1b9dbd240c1990020f1f7cb4,50,0.743,0.6,0.5,0.8,0,0.892,0.108,0.2,0.3,"kompenzační bonus;dohodáři;vládní opatření;finanční podpora",""
Twitter,andrej-babis,06.03.2020 0:00:00,2d856b58b282f62a7fa71d8b17d6a729,45,0.2732,0.7,0.5,0.8,0,0.946,0.054,0.2,0.1,"covid-19;karanténa;cestování;zdravotní opatření","COVID-19"
Twitter,andrej-babis,27.04.2020 0:00:00,2d89f5a1ac37aa977d730601e968c191,45,0.4939,0.6,0.5,0.7,0,0.944,0.056,0.2,0.1,"léčba pacientů;nemocnice;remdesivir","Anny;FN u svaté Anny;VFN"
Twitter,andrej-babis,04.04.2020 0:00:00,2d8cfbcd5d810faa80e1e3f1736b725a,29,0.2546,0.7,0.4,0.6,0,0.9535,0.0465,0.3,0.2,"testování na covid-19;reakce na pandemii",""
Twitter,andrej-babis,29.04.2020 0:00:00,2d96f34e180b3ca134daea0f4f1b46e1,28,0.017,0.6,0.5,0.7,0.05,0.899,0.052,0.4,0.3,"",""
Twitter,andrej-babis,23.01.2020 0:00:00,2d98cd3cdf26198f3f3afe2d7e83c66f,42,-0.128,0.6,0.5,0.7,0.054,0.901,0.045,0.4,0.3,"kyberbezpečnost;mezinárodní spolupráce","Israel Electric Corporation;Shneck"
Twitter,andrej-babis,02.11.2020 0:00:00,2da43168cf1647f045cdf51be6f4acb4,16,0.4939,0.5,0.4,0.7,0,0.842,0.158,0.3,0.2,"",""
Facebook,andrej-babis,02.03.2020 0:00:00,2dac1b71ab7560c1fecddaeba681cfd0,45,0.6134,0.6,0.3,0.5,0.065,0.802,0.133,0.2,0.4,"covid-19;doprava;zdravotnictví;vzdělávání;sociální služby",""
Twitter,andrej-babis,24.08.2020 0:00:00,2dad5595711206968a4cdf8c24939d6d,15,0.4753,0.5,0.6,0.4,0,0.872,0.128,0.3,0.7,"nový stavební zákon;budoucnost země",""
Facebook,andrej-babis,24.05.2020 0:00:00,2db440e30900003bc2a588d93d157c50,1086,0.6934,0.8,0.7,0.9,0.0286,0.8778,0.0938,0.3,0.4,"","Apolináře;Pařízka;Hlávka;UK dříve;VFN a;Zemská porodnice jedna z nejdéle kontinuálně fungujících porodnice na světě;Zemské porodnice;Zemského výboru;Hlávkovy porodnice;Koutná;Körbera;Liebschera;Crohnova nemoc;Hlávkův;IKEM Praha;JHlávky;LF UK;Perinatologické centrum pro Prahu;colitis ulcerosa;EBCOG;Evropské odborné společností pro gynekologii a porodnictví;Jiřičná;Perinatologickém centru;U Apolináře VFN;VFN;Všeobecné fakultní nemocnice v Praze;1LF;Dvořák;Gynekologicko porodnická klinika VFN;Hlávkových;Nadace Josefa Marie a Zdenky Hlávkových;Nedbala;Shakespearova;Státní opery;UK;UNESCO;Zemské porodnice v Praze;Zeyera;České akademie věd a umění"
Twitter,andrej-babis,15.03.2020 0:00:00,2dbe362035caae4942c21dc651dd0530,9,0.3182,0.6,0.5,0.4,0,0.813,0.187,0.3,0.4,"spolupráce firem",""
Facebook,andrej-babis,26.03.2021 0:00:00,2dbf490d2c4131a291a59a3f639e4270,112,0.765,0.7,0.6,0.8,0.017,0.901,0.082,0.4,0.5,"vakcinace;spolupráce v eu;dodávky vakcín","Evropská rada;Janša;Kariņš;kurz;Kurzovi;Michel;Pfizer;Plenković;von der Leyen"
Twitter,andrej-babis,29.10.2019 0:00:00,2dbfc3d269cb40f3e66ef6c262b7d75a,42,0.4391,0.6,0.5,0.7,0.047,0.843,0.111,0.2,0.3,"","České dráhy"
Facebook,andrej-babis,06.02.2020 0:00:00,2dd8a4bc18dd0f6e0c6ace2b0622e282,6,0.4588,0.3,0.1,0.2,0,0.8,0.2,0.4,0.2,"evropská rada;charles michel","Evropská rada;Michel"
Facebook,andrej-babis,15.07.2017 0:00:00,2dd994d38e7a22773cfd696b327bb35d,7,-0.296,0.1,0.2,0,0.167,0.833,0,0,0,"kultura;literatura;osobní setkání",""
Twitter,andrej-babis,07.01.2020 0:00:00,2ddc395a91494406a6af94027c5c0aeb,48,0.296,0.8,0.7,0.3,0.097,0.784,0.119,0.2,0.1,"osobní setkání","Charty;Lízny"
Facebook,andrej-babis,03.10.2020 0:00:00,2de408277a6d62099c67c06c8e0bc14a,11,0.6588,0.5,0.7,0.2,0,0.715,0.285,0.1,0.4,"volby;politická angažovanost",""
Facebook,andrej-babis,21.01.2018 0:00:00,2DE86C28C6135F266CA58B40E2AF91FE,21,0,0.4,0.6,0.5,0,1,0,0.3,0.2,"otevřený dopis;politická komunikace","Junckerovi;OLAFu"
Twitter,andrej-babis,26.09.2019 0:00:00,2df4833e783ae3a30de5aaffd0037c6d,43,0.624,0.6,0.3,0.7,0,0.894,0.106,0.2,0.1,"spolupráce s japonskem","Plasma Science and Fusion Center"
Twitter,andrej-babis,30.01.2020 0:00:00,2df5179b5b568064e88f980b68e74db9,27,-0.296,0.5,0.3,0.7,0.068,0.932,0,0.4,0.6,"živnostníci;paušální daň;administrativa",""
Twitter,andrej-babis,16.01.2020 0:00:00,2df57e0d4bdd4b589c7c40b1503605dd,24,0.8221,0.5,0.3,0.7,0,0.699,0.301,0.2,0.1,"dopravní infrastruktura;energetika;mezinárodní vztahy",""
Twitter,andrej-babis,03.08.2020 0:00:00,2dfd651ab216fd586d0cec97e011f519,37,0.6597,0.6,0.4,0.8,0.049,0.787,0.164,0.3,0.5,"hospodářství;pandemie koronaviru;státní rozpočet",""
Twitter,andrej-babis,25.11.2020 0:00:00,2e0b578b4decf614325b7d1344bf90ee,28,0,0.6,0.4,0.7,0,1,0,0.3,0.2,"kybernetická bezpečnost;5g technologie","5 G Aliance;ministerstvo průmyslu a obchodu"
Twitter,andrej-babis,29.11.2022 0:00:00,2e0ebf63ec15c6f2c44f0b8898a991d4,19,0,0.6,0.7,0.5,0,1,0,0.4,0.8,"politická podpora",""
Facebook,andrej-babis,15.02.2019 0:00:00,2e168b96977e0cba2cf6b80b99083edd,11,0.765,0.2,0.5,0.1,0,0.72,0.28,0.1,0.3,"sněm;víkend",""
Twitter,andrej-babis,24.06.2021 0:00:00,2e1f526c9f920e7df73b07d94b4461de,38,0.7645,0.7,0.5,0.8,0,0.847,0.153,0.4,0.3,"očkování;ochrana zdraví","19"
Twitter,andrej-babis,06.04.2020 0:00:00,2e28951509dac2f8d80fa817b9795923,37,0.701,0.7,0.2,0.8,0.037,0.801,0.162,0.1,0.3,"rozvolňování opatření",""
Twitter,andrej-babis,16.03.2020 0:00:00,2e361918fb4a9b6cb767680e07ff7fe8,37,0,0.7,0.6,0.8,0,1,0,0.3,0.5,"zdravotníci",""
Facebook,andrej-babis,22.01.2018 0:00:00,2E38DF751E81B3C84A55649F57B90911,10,0.4019,0,0.2,0,0,0.838,0.162,0,0,"letiště;přání;ráno",""
Facebook,andrej-babis,08.07.2016 0:00:00,2E3B227E10695ADF94F78F49141A288B,8,0.6908,0.3,0.2,0,0,0.551,0.449,0.1,0,"zdraví","Časopis Reflex"
Twitter,andrej-babis,12.04.2020 0:00:00,2e3ccff70ca0c9b89a05ef40de797153,19,0.636,0.3,0.5,0.2,0,0.834,0.166,0.4,0.6,"velikonoce;omezení pohybu",""
Twitter,andrej-babis,28.11.2019 0:00:00,2e3d89d9bc64438554644965d99ece6a,43,-0.2263,0.7,0.5,0.8,0.162,0.693,0.146,0.2,0.1,"mezinárodní spolupráce","Rapoportem;Sick Kids"
Facebook,andrej-babis,26.08.2017 0:00:00,2E44598833241E3A84BC084BC4340C04,14,0.3892,0.3,0.5,0.2,0.09,0.751,0.159,0.4,0.6,"fotografie;události",""
Twitter,andrej-babis,22.03.2021 0:00:00,2e48da9a809acbd0b81cbf5774561620,38,0.5719,0.6,0.3,0.8,0,0.901,0.099,0.2,0.4,"","EU"
Twitter,andrej-babis,01.06.2022 0:00:00,2e4fa934326ca00e676397cbdf683c6e,36,0.9153,0.5,0.8,0.2,0,0.758,0.242,0.1,0.3,"",""
Twitter,andrej-babis,10.10.2022 0:00:00,2e51232526201c500dae9f48ce23bb91,28,0.5081,0.4,0.6,0.3,0,0.863,0.137,0.5,0.7,"bilaterální jednání;emmanuel macron","Fiala;Hrad;Macron"
Twitter,andrej-babis,14.08.2020 0:00:00,2e5a99a069e8acc165617257668e26c2,32,0.36,0.7,0.3,0.8,0,0.8705,0.1295,0.2,0.1,"",""
Facebook,andrej-babis,08.03.2021 0:00:00,2e61ba9b5128fbd61c3c217d9ab6c224,79,0.8777,0.6,0.8,0.5,0.068,0.75,0.182,0.3,0.4,"podpora zdravotnictví;pozitivní zprávy","Reno"
Twitter,andrej-babis,15.09.2021 0:00:00,2e62c56247ecc7eecb179ff441c0a604,40,0.7906,0.5,0.4,0.6,0,0.879,0.121,0.7,0.6,"ekonomická situace;politická debata;zadlužení","Bartoš;Deníku;EU;Fiala"
Facebook,andrej-babis,31.10.2019 0:00:00,2E647480470D7C611D1C5E0BF9F589FA,9,0.4019,0,0.2,0,0.156,0.567,0.277,0,0.1,"komunikace",""
Twitter,andrej-babis,16.01.2023 0:00:00,2e6d1bed0b681009c6c144152109e84b,26,0.5423,0.5,0.6,0.4,0,0.894,0.106,0.7,0.5,"prezidentské volby","Hrad;Senát;Sněmovna;Ústavní soud"
Facebook,andrej-babis,08.02.2021 0:00:00,2e854495c03504b817a24e753c5f5380,49,0.1705,0.7,0.6,0.8,0.344,0.602,0.054,0.3,0.4,"online služby;daňové povinnosti",""
Twitter,andrej-babis,21.04.2021 0:00:00,2e8eb219cdfd0139b56abf80316ae7fe,23,0.7184,0.6,0.3,0.8,0,0.778,0.222,0.2,0.1,"státní dluhopisy;investiční zájem;aukce dluhopisů",""
Twitter,andrej-babis,29.07.2020 0:00:00,2e9620ab65e1c6c0abd05209fb8471e5,36,0.6772,0.8,0.6,0.7,0.053,0.783,0.164,0.4,0.5,"",""
Twitter,andrej-babis,20.12.2019 0:00:00,2e9bb55dde2c8facb74c619624de3ec0,35,0.0516,0.5,0.7,0.6,0.058,0.88,0.062,0.4,0.6,"zaměstnanost",""
Facebook,andrej-babis,11.06.2019 0:00:00,2EA3EB4FE8269AADCF013195E750DE37,9,0,0.4,0.3,0.2,0,1,0,0.1,0.2,"politika","Zaeva"
Twitter,andrej-babis,28.10.2019 0:00:00,2eae7a0724906e477d7c78a0666f2691,25,0.3243,0.6,0.4,0.5,0,0.847,0.153,0.2,0.3,"státní vyznamenání;oslavy výročí",""
Twitter,andrej-babis,14.11.2019 0:00:00,2ebaad7330a8ace6b2e1641257f9d0d0,33,0.7672,0.5,0.4,0.7,0,0.851,0.149,0.3,0.2,"investice;mezinárodní spolupráce",""
Twitter,andrej-babis,27.03.2020 0:00:00,2ebce8fe2a17168e6f09f3b19aaa32ca,44,0.3182,0.6,0.4,0.7,0,0.956,0.044,0.3,0.5,"spolupráce s firmami","Start upu TRIX Connections"
Twitter,andrej-babis,17.06.2020 0:00:00,2ec4cde19c4202ec86ee1d92ce40eb68,33,-0.0513,0.5,0.4,0.6,0.018,0.982,0,0.3,0.2,"zdravotní politika;mezinárodní vztahy","Skypu;Vojtěch"
Twitter,andrej-babis,02.11.2020 0:00:00,2ec5ad1cc023442e8ffbe09b47cd7002,38,0.128,0.6,0.3,0.8,0.06,0.846,0.094,0.2,0.1,"schodek státního rozpočtu;finanční podpora","COVID-19"
Facebook,andrej-babis,13.01.2020 0:00:00,2ecdeb473dd82136a22f8dafeeb3a378,45,0.34,0.3,0.4,0.5,0.03,0.914,0.056,0.2,0.6,"",""
Facebook,andrej-babis,06.09.2020 0:00:00,2ece88ac5f2e7faaf7bc9e968d56df63,7,0,0.5,0.2,0.7,0,1,0,0.3,0.1,"česká republika;zdravotní statistiky",""
Twitter,andrej-babis,12.10.2020 0:00:00,2edd4197f44a5f729ccc6edec5329466,39,-0.0637,0.4,0.2,0.6,0.113,0.78,0.107,0.5,0.3,"covid-19",""
Facebook,andrej-babis,29.08.2016 0:00:00,2EE12B4EB56988FEB6C09A04E1D07CDA,400,0.9905,0.6,0.7,0.8,0.055,0.819,0.126,0.5,0.4,"","Kabátka;Ministerstvo financí;Němeček;Němečkův;ODS;VZP;Všeobecné zdravotní pojišťovny;Šnajdrem;Kabátek;Evropská komise;Topolánkovy;ČSSD;Šnajdr;Šnajdr"
Facebook,andrej-babis,12.12.2019 0:00:00,2eef43bdca8f33b26caba6fea870e2d3,5,0,0,0,0,0,1,0,0,0,"mezinárodní vztahy;politická spolupráce","Ruttem"
Twitter,andrej-babis,25.06.2020 0:00:00,2ef39902049810a2c2a9f6bafe127099,40,0.86,0.5,0.6,0.7,0.057,0.725,0.218,0.4,0.5,"modernizace armády;podpora českého průmyslu",""
Facebook,andrej-babis,31.01.2018 0:00:00,2EF6642FBC46798599CAF26F8CAA69B0,26,0.7269,0.4,0.6,0.2,0,0.831,0.169,0.5,0.7,"vláda",""
Twitter,andrej-babis,27.11.2019 0:00:00,2f00b28c8850421720de02a85009f977,46,0.7717,0.5,0.6,0.7,0,0.877,0.123,0.4,0.8,"podpora rodin;rodičovský příspěvek",""
Facebook,andrej-babis,23.09.2017 0:00:00,2F0398EB5443F3B91126B4CC1BBDF42E,8,-0.296,0.1,0.2,0.1,0.216,0.784,0,0,0,"","Atommuzeum Javor 51"
Twitter,andrej-babis,14.12.2020 0:00:00,2f057b5fd845281f6fa5d98055ad2b59,29,0.4019,0.6,0.3,0.7,0,0.922,0.078,0.2,0.1,"doprava;podpora zaměstnanců","Národním fondu obnovy"
Twitter,andrej-babis,22.10.2020 0:00:00,2f091250b7e05248df6f18c23985b634,14,0.4939,0,0.1,0.2,0,0.849,0.151,0,0,"volný čas",""
Twitter,andrej-babis,21.09.2020 0:00:00,2f0da9e34f34d3045098389b2bb1a970,7,0,0.4,0.3,0.5,0,1,0,0.2,0.1,"výsledky jednání vlády;politické rozhodnutí;ekonomické opatření",""
Twitter,andrej-babis,23.08.2022 0:00:00,2f190c992ee1b0f5e9912d3cc297e712,14,0.3182,0.3,0.5,0.2,0,0.85,0.15,0.6,0.7,"informovanost;mediální komunikace",""
Twitter,andrej-babis,19.11.2020 0:00:00,2f19bcc79489464b206f7288a1bdea97,38,0.765,0.6,0.7,0.8,0,0.817,0.183,0.2,0.3,"charitativní akce;mezinárodní spolupráce;humanitární pomoc",""
Twitter,andrej-babis,17.12.2019 0:00:00,2f236e6e9f7a7052a63e459beffb10e9,39,0.7906,0.6,0.5,0.7,0,0.854,0.146,0.3,0.4,"mezinárodní spolupráce",""
Twitter,andrej-babis,16.04.2022 0:00:00,2f26fa69b02b229943333675ca52631e,34,0.9694,0.5,0.7,0.2,0,0.639,0.361,0.3,0.4,"velikonoce",""
Twitter,andrej-babis,02.12.2020 0:00:00,2f3ccbf6cc9de45b3fb1f84d749625dd,34,0.6486,0.6,0.3,0.7,0,0.883,0.117,0.2,0.4,"vakcíny proti covid-19","COVID-19"
Twitter,andrej-babis,12.05.2020 0:00:00,2f49b5bdcf05f1a4f09ec97979c58882,40,0.4588,0.8,0.6,0.7,0,0.918,0.082,0.2,0.4,"","Asociace hotelů a restaurací;Stárka"
Twitter,andrej-babis,27.01.2020 0:00:00,2f4f7553b4fb6dbb47597d46d7874abf,43,-0.6486,0.6,0.5,0.8,0.138,0.862,0,0.3,0.4,"","ČTÚ"
Facebook,andrej-babis,10.06.2021 0:00:00,2f4f9de01114e2af41abcf326b44a21b,5,0.6605,0.5,0.6,0.7,0,0.48,0.52,0.4,0.3,"politická situace;ekonomika;sociální otázky",""
Twitter,andrej-babis,15.07.2020 0:00:00,2f518df929fa83ca8c4ff75d79e4c5af,44,0.9442,0.6,0.4,0.7,0.036,0.699,0.265,0.3,0.2,"ochrana přírody;zemědělství","UFO;ZEMSPOL"
Facebook,andrej-babis,29.08.2020 0:00:00,2f5ba69064720f53bb3102406b156aac,850,0.2791,0.7,0.5,1,0.054,0.8518,0.094,0.2,0.3,"","POVED;Plzeňský organizátor veřejné dopravy;Českých drah"
Facebook,andrej-babis,18.06.2016 0:00:00,2f5c384f2d1606d3c93b47327fa5be18,56,-0.0387,0.4,0.5,0.3,0.046,0.911,0.043,0.6,0.2,"politická satira;komunikace s veřejností","DVTV;Veselovský"
Twitter,andrej-babis,13.05.2020 0:00:00,2f5f40583e58f49f11cb8b60afe8f5bb,43,-0.4019,0.5,0.8,0.6,0.145,0.765,0.091,0.4,0.3,"veřejné finance",""
Twitter,andrej-babis,20.05.2020 0:00:00,2f646c7f83807c37f028835a604414a9,42,0.4754,0.6,0.4,0.7,0.049,0.832,0.119,0.2,0.3,"investice do dopravní infrastruktury",""
Twitter,andrej-babis,11.04.2020 0:00:00,2f65ac1535bc7d2e570ee35eee4c84ba,18,0,0.2,0.5,0.3,0,1,0,0.4,0.6,"podpora pro osvč","OSVČ"
Facebook,andrej-babis,23.12.2020 0:00:00,2f6fc0d783f38a9936a14d11453aac7e,11,0.4588,0.3,0.5,0.2,0,0.833,0.167,0.4,0.6,"spolupráce","Heimlichem;Machem;Českého rybářského svazu"
Twitter,andrej-babis,07.12.2020 0:00:00,2f6ff3cd19b7711cec7293b069d14098,43,0.6705,0.5,0.2,0.8,0,0.906,0.094,0.1,0.3,"paušální daň;finanční úřad",""
Twitter,andrej-babis,29.07.2020 0:00:00,2f70a71fdcd583e6a757e3b37485774b,35,0.7845,0.6,0.4,0.7,0,0.802,0.198,0.3,0.2,"bilaterální spolupráce;mezinárodní spolupráce;kybernetická obrana","král"
Twitter,andrej-babis,09.03.2021 0:00:00,2f7ad52c4c1e9085b4c148a75541d707,15,0.2023,0.4,0.3,0.5,0,0.899,0.101,0.2,0.1,"",""
Facebook,andrej-babis,10.11.2019 0:00:00,2F8098C4408C78DFDB259AFC0DBE7614,93,0.2168,0.6,0.5,0.8,0.033,0.917,0.051,0.4,0.3,"energetická politika;jaderná energie;obnovitelné zdroje;ekonomické dopady","ElectricityMap"
Twitter,andrej-babis,31.08.2020 0:00:00,2f888aa0dcd67839d858b764aec1f790,18,-0.25,0.5,0.4,0.6,0.105,0.895,0,0.3,0.2,"mezinárodní vztahy",""
Twitter,andrej-babis,07.12.2020 0:00:00,2f91e7767cb222802d326012aee18160,46,-0.0258,0.6,0.5,0.8,0.061,0.898,0.041,0.4,0.3,"konkurenceschopnost",""
Twitter,andrej-babis,18.01.2020 0:00:00,2f91ea53b9000dfff62029ba5b67aca4,49,-0.5267,0.2,0.1,0.8,0.069,0.895,0.036,0.4,0.3,"",""
Facebook,andrej-babis,27.01.2016 0:00:00,2F921E66093EC15182C0F115FA10CB09,49,0.128,0.6,0.4,0.8,0,0.975,0.025,0.5,0.3,"sociální a zdravotní pojištění","Agrofert;ODS"
Twitter,andrej-babis,26.06.2020 0:00:00,2f98d051c952037ad076fc20356d0d9e,42,0.7964,0.6,0.3,0.8,0,0.845,0.155,0.2,0.4,"","LF;ÚZIS"
Twitter,andrej-babis,26.03.2021 0:00:00,2f99ace90b7bddc178aee24c598d3dc3,35,0,0.6,0.5,0.7,0,1,0,0.4,0.3,"","Metro"
Twitter,andrej-babis,04.02.2020 0:00:00,2f9bd01202a57cb62d147d190ba3b208,43,0.4225,0.5,0.6,0.7,0,0.7485,0.2515,0.3,0.4,"","Bubeníčka;Lužické nemocnice"
Twitter,andrej-babis,22.04.2020 0:00:00,2f9e3d2649659745d6fef4ac43ef4198,36,0.3818,0.7,0.5,0.8,0,0.949,0.051,0.3,0.4,"kompenzace nájemného","Sněmovna"
Twitter,andrej-babis,01.12.2020 0:00:00,2f9e8425794f3331f2e8c7bbcc808782,21,0.6124,0.7,0.2,0.8,0,0.828,0.172,0.1,0.3,"digitální ekonomika;oecd",""
Twitter,andrej-babis,04.08.2020 0:00:00,2f9f01618f489a25f07985c08d0c6360,37,0.8769,0.5,0.7,0.6,0,0.754,0.246,0.3,0.2,"",""
Twitter,andrej-babis,09.12.2020 0:00:00,2f9f3bd6b4d2d52758f603ac554b3838,37,0.3612,0.6,0.3,0.8,0,0.94,0.06,0.2,0.1,"vojenská zdravotní péče","COVID-19;Generálním štábu;Velitelství pro operace;Ústřední vojenské nemocnici v Praze"
Twitter,andrej-babis,14.01.2023 0:00:00,2f9f5686c194dad0e377e194fd16be6a,11,0,0.4,0.5,0.2,0,1,0,0.3,0.6,"prezidentské volby;výsledky voleb",""
Twitter,andrej-babis,08.06.2020 0:00:00,2fa103bad32f6c0e8e7e24b09e00e0b0,40,0.2107,0.6,0.4,0.8,0,0.8905,0.1095,0.3,0.5,"snížení dph",""
Facebook,andrej-babis,17.05.2019 0:00:00,2FA2E75039102649B082DD145D19695D,6,0.4588,0,0,0,0,0.727,0.273,0,0,"ostrava;fotografie;osobní zážitky",""
Twitter,andrej-babis,25.06.2021 0:00:00,2fadc95efb8527946c5cefc94fe9c013,45,0.791,0.6,0.8,0.7,0.091,0.719,0.19,0.3,0.2,"pomoc postiženým oblastem","HZS"
Facebook,andrej-babis,16.01.2020 0:00:00,2fafc1a346b02d684e2ecba8c3e91df3,10,0.4588,0.3,0.5,0.2,0,0.812,0.188,0.4,0.6,"politické osobnosti;střední evropa;mezinárodní vztahy","kurz;Morawiecki;Orbán;Pellegrini"
Twitter,andrej-babis,02.03.2021 0:00:00,2fb35dafd1be85ffe43d8fa98c50e0bd,32,0.7003,0.7,0.5,0.8,0,0.847,0.153,0.3,0.2,"intenzivní péče","Blatný"
Twitter,andrej-babis,26.08.2020 0:00:00,2fb5305737c50d0e3be3c5157024c53c,33,0.9001,0.6,0.5,0.7,0,0.698,0.302,0.3,0.4,"",""
Twitter,andrej-babis,15.04.2020 0:00:00,2fb79624e11f837bab142ebce497effa,39,-0.9098,0.6,0.5,0.7,0.285,0.665,0.05,0.4,0.3,"rozpočtová odpovědnost;daňová politika;vládní opatření",""
Twitter,andrej-babis,28.08.2020 0:00:00,2fc404f8ad0142a9bb7d497208cad147,31,0,0.5,0.4,0.6,0,1,0,0.3,0.2,"evropská politika;brexit;pandemie covid-19","COVID-19"
Twitter,andrej-babis,08.09.2020 0:00:00,2fcb53db2c73b8858cdd70babb704df4,31,0,0.5,0,1,0,1,0,0,0,"",""
Twitter,andrej-babis,14.04.2021 0:00:00,2fd1000f828549a3d6c311fec0824661,27,0,0.7,0.2,0.8,0,1,0,0.1,0.2,"očkování;registrace;senioři",""
Facebook,andrej-babis,07.11.2016 0:00:00,2fd3d5a4ed576b0c4eb30a9267cd55d8,73,-0.0803,0.6,0.4,0.8,0.026,0.953,0.022,0.3,0.2,"evidence tržeb;pilotní projekt",""
Facebook,andrej-babis,23.01.2020 0:00:00,2fd67c29c85885d36445d9c3539d2981,4,0,0.5,0.8,0.2,0,1,0,0.3,0.4,"holocaust;historie;komunita",""
Twitter,andrej-babis,17.11.2019 0:00:00,2fdc57496d80604845cdeeb15d57c008,34,0.5267,0.7,0.3,0.5,0,0.888,0.112,0.2,0.1,"mezinárodní spolupráce;politické setkání;střední evropa","Kramář;Kretschmer;Německého spolkového směnu;Orbán;Schäuble"
Twitter,andrej-babis,06.04.2021 0:00:00,2fdd41b943eba49d5f823c64a9315229,41,0.4215,0.5,0.4,0.7,0,0.922,0.078,0.3,0.2,"podpora rodin",""
Facebook,andrej-babis,11.04.2019 0:00:00,2FDE884E12DF2CCF1FA667FBC086FA46,27,0.5994,0.4,0.5,0.3,0,0.891,0.109,0.2,0.3,"cestování;mezinárodní vztahy",""
Twitter,andrej-babis,25.06.2021 0:00:00,2fe4d1d3f3afd8b502efb9a8621d88f9,24,0.4019,0.5,0.6,0.7,0,0.912,0.088,0.2,0.3,"jižní morava","Evropská komise;Evropská rada;Evropská unie"
Twitter,andrej-babis,22.12.2020 0:00:00,2fed385d28a05910b5ae565b65c12961,41,0.9349,0.5,0.6,0.4,0,0.756,0.244,0.2,0.3,"významné osobnosti","NSA;Růžička"
Twitter,andrej-babis,10.12.2020 0:00:00,2ff20864b2f9de2bde87ab1e111a60ff,36,0,0.5,0.2,0.8,0,1,0,0.1,0.1,"",""
Facebook,andrej-babis,17.07.2020 0:00:00,2ff4691cf159ad0b4c3d3aa3764dfa95,7,0.6712,0,0.2,0,0,0.666,0.334,0,0,"brusel;počasí;pozdrav",""
Twitter,andrej-babis,09.04.2020 0:00:00,2ff704e57cf4519842b7b9c82f5b1cd9,43,0.8462,0.5,0.7,0.6,0.07,0.729,0.202,0.4,0.3,"spolupráce s japonskem",""
Twitter,andrej-babis,07.03.2020 0:00:00,2ff9774bf88f19834f45d6eb9738ea1f,42,0.1761,0.6,0.5,0.8,0.067,0.853,0.081,0.2,0.1,"covid-19;cestování","Na Bulovce"
Facebook,andrej-babis,27.10.2019 0:00:00,2ffaac8dc0a546453da03ecdd33ae5f7,16,0.3185,0.5,0.3,0.7,0,0.828,0.172,0.4,0.6,"ochrana životního prostředí","EU"
Twitter,andrej-babis,15.08.2021 0:00:00,2ffff78fa299ddbf0ceb7d3d54cb4c0c,40,0.5719,0.5,0.6,0.4,0,0.89,0.11,0.3,0.2,"evakuace;spolupráce;bezpečnost",""
Twitter,andrej-babis,07.07.2020 0:00:00,300610ccf9372edd64ba5ca402726d91,41,0.2023,0.5,0.4,0.8,0,0.915,0.085,0.3,0.6,"příspěvek na stravování;stravenkový paušál;zaměstnanecké benefity;daňové osvobození",""
Twitter,andrej-babis,25.05.2021 0:00:00,3006ebac86d57cef2d79bd647a25c69c,35,0.9531,0.7,0.6,0.5,0,0.664,0.336,0.4,0.3,"",""
