;EU;ČR;Praha;Česká republika;SPD;Babiš;Česko;Praze;ANO;ČSSD;Evropský parlament;ODS;Brno;Bruselu;Sněmovně;Senátu;Babiše;KSČM;KDU ČSL;Evropské unie;České republice;TOP 09;USA;Zeman;NATO;Evropské komise;Zemana;EP;Německu;Sněmovny;V 4;Okamura;Brusel;ČT;Francie;Německo;Německa;Piráti;Schillerová;Poslanecké sněmovny;STAN;Komise;Ukrajina;Poslanecké sněmovně;Pirátů;EK;Číny;EET;Číně;Hamáček;Senát;Evropská unie;Ostravě;Babišovi;Havlíček;Evropské unii;Ostrava;Francii;Československa;OSN;Sýrie;Unie;nan;Sýrii;ČT 24;Agrofert;Senát Parlamentu ČR;Czech Republic;Piráty;Rusku;Polsko;Rusko;Evropské rady;UK;Havla;Evropskou unii;Turecka;Ruska;HDP;Maláčová;Polska;Čína;Sněmovna;ŘSD;Slovensko;Havlíčkem;Rakousku;Británie;Pražském hradě;Maďarsko;České televize;Evropská komise;Itálie;Turecko;CO 2;Parlamentu;Plzni;Salvini;Trikolóra;Českou republikou;MPO;Le Pen;České;Salvinim;Olomouci;Polsku;PS;Slovensku;Masaryka;NKÚ;Německem;Ústavní soud;New Yorku;Karlovy Vary;Schillerovou;Macron;Čapí hnízdo;Agrofertu;Maďarsku;Juncker;Trumpa;Afghánistánu;republiky;Merkelová;Plzeň;Klause;AB;Fiala;Itálii;MPSV;Klaus;Čínou;ČEZ;Schillerové;Maďarska;Olomouc;FB;Rakousko;TV Barrandov;Brabec;Slovenska;Vojtěch;Evropské radě;Dostálová;Kalousek;Poslanecká sněmovna Parlamentu České republiky;Wildersem;Johnson;Ostravy;Štrasburku;Události komentáře;Zlíně;Trump;Pardubice;BIS;Karlových Varech;Británii;Orbán;Švédsku;Izrael;Turecku;Pražský hrad;Zemanovi;Maláčové;Velké Británie;OECD;Havel;Unii;Huawei;Parlamentu České;Ředitelství silnic a dálnic;Hamáčka;Moravce;Kremlík;Velká Británie;Velké Británii;Prague;Hřib;Gotta;Zlín;Ministerstvo financí;Sněmovnou;Soukupa;David;MF;Hrad;Evropskou komisi;Iráku;Komisi;Putin;Mac;Mae;Staněk;SSSR;Sokolově;Jourová;Kladno;Ústavního soudu;ČNB;Zemanem;KSČ;Palacha;Brabcem;Ruskem;OKD;Evropské komisi;WHO;Staňka;Charanzová;Soros;Benešová;OZE;Salviniho;Toman;Starostové a nezávislí;D 1;Ministerstvo dopravy;SŽDC;Rady;Rakouska;Paříži;Vojtěchem;Šojdrová;Ústí nad Labem;Moskvě;Scheinherr;Československu;ENF;Bruselskou elitou;Pardubicích;Hradci Králové;Úřadu vlády;Association for Accessible Medicines;Dlabajová;Izraeli;von der Leyen;Gott;LIVE;Coelho;USAF;Macrona;Ředitelství silnic a dálnic ŘSD;Varšavské smlouvy;Kladně;Belgie;Islámského státu;Česká televize;Evropa národů a svobody;Svobodnými;Zahradil;Poslanecká sněmovna;Hlaváček;StB;Španělsko;Ministerstva financí;UNESCO;Ministerstvo pro místní rozvoj;Lánech;Olomouce;ČVUT;ČTK;Indie;Rumunska;Vídni;Česká pošta;BBQGuys NewYearsEve;Čaputová;Evropskou radu;Ťok;České televizi;Kyjev;IT;Škoda Auto;Masaryk;Petříček;Událostech komentářích;Hradě;Washingtonu;Nejvyšší kontrolní úřad;Hitler;Radě;Pellegrini;Zdechovský;MMR;Erdogan;Partii;New York;Českých Budějovicích;Pražského hradu;Švýcarsko;Kalouska;Pekingu;Švédsko;Bratislavě;Havlíčka;Maláčovou;Vídeň;Čaputové;Jourovou;Jihlavy;Liberec;Most;Anderson Land Use;Niskanen;MŽP;Tureckem;Benešové;islámu;Berlíně;Bratislava;Český rozhlas;Švédska;Radě EU;Izraele;Kramářova;vila;Kubera;Hamáčkem;Plaga;Československo;Znojmě;Jakla;Senátem;Řecku;Mladé Boleslavi;Parlament;PSP;Jourové;Kladna;AfD;Íránu;Nejvyššího kontrolního úřadu;Okamury;Litoměřicích;Vondráček;Spojené státy;Orbánem;Orbána;Estonska;Michálka;Polčák;Schwarzenberg;Evropská rada;Nováková;PS PČR;Parlamentní listy;EPP;Londýně;Litoměřice;Hnutí ANO;Ministerstvo průmyslu a obchodu;Svoboda;Makedonie;Svoboda a přímá demokracie;Právu;Slovenské republiky;Francií;Primě;Ministerstvo životního prostředí;Singapuru;Plzně;Šumperk;Spojených států;Trumpem;Davosu;Varšava;Dostálovou;Dánsko;SFDI;Michálek;Dánska;Vystrčil;Liberci;Lega;Finsku;HAPPIEST MOMS IN THE;Jihlava;Hřiba;Merkelové;Budapešti;Dzurilla;Srbska;Pirátům;Sorose;Horákové;Kroměříži;Hradu;Novákovou;eurozóny;Tomanem;Evropskou komisí;Lucemburku;Akademie věd;Kremlíka;Rada;Řecko;Japonska;Chebu;Čínu;KDU
Evropskou komisi;11;7;3;11;7;4;4;6;7;6;6;4;1;3;1;0;2;1;4;6;3;3;1;0;2;4;0;0;3;0;2;0;0;1;3;2;1;1;3;1;4;0;0;1;2;0;1;0;0;1;1;1;0;0;3;3;1;0;0;2;1;5;0;2;0;3;0;0;0;0;0;1;1;1;0;1;1;0;1;0;0;0;2;0;0;1;3;0;1;0;3;2;1;0;0;2;2;0;0;1;0;1;0;1;0;0;0;2;0;0;1;0;1;1;2;1;0;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;1;0;2;1;3;2;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;1;2;0;1;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;2;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;2;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;2;0;1;0;0;0;1;0;0;0;1;2;0;1;0;0;0
Iráku;4;3;6;5;8;4;3;3;5;5;0;0;1;3;0;0;0;5;3;3;2;1;5;0;2;1;2;0;3;1;0;0;3;0;3;3;3;1;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;1;1;8;0;0;9;0;0;0;0;0;0;0;1;0;0;1;0;3;1;0;1;1;0;0;0;0;0;0;1;0;1;0;1;3;4;0;0;0;2;0;1;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;4;0;1;0;0;0;0;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;6;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Komisi;13;9;3;5;3;5;4;4;5;3;8;3;2;4;0;0;3;0;2;4;5;0;2;0;0;6;2;2;0;0;3;0;0;0;1;1;1;3;2;0;0;7;0;2;1;1;0;2;0;1;0;2;0;0;1;0;2;1;0;5;1;6;0;4;0;0;0;2;0;0;3;0;0;1;0;0;0;0;2;0;0;2;0;0;2;2;3;0;2;3;2;2;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;2;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;4;0;1;3;2;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;5;0;0;1;1;1;1;2;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;2;2;0;0;3;0;1;0;0;1;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;4;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0
Putin;3;2;0;0;2;1;0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;3;1;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mac;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Staněk;2;3;2;4;2;4;2;0;1;10;3;2;0;3;3;0;1;1;3;2;0;3;1;4;2;2;2;0;0;0;1;0;0;1;1;0;1;0;2;2;0;0;0;2;0;0;0;1;2;5;1;0;0;0;2;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;5;0;0;0;0;0;1;0;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
SSSR;3;1;2;1;3;1;1;0;0;1;1;0;0;1;0;0;0;1;0;2;1;0;3;0;2;0;0;0;0;0;1;0;1;0;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;3;0;1;3;0;0;0;0;0;0;0;0;0;0;2;1;2;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sokolově;0;1;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Jourová;6;5;3;6;3;7;5;0;5;5;2;2;2;5;0;1;4;1;3;3;2;0;3;0;0;9;4;0;0;0;3;0;2;0;0;0;0;1;3;0;0;4;0;3;1;3;0;2;0;1;0;5;0;1;0;1;2;0;0;2;1;2;0;3;0;1;0;2;0;0;2;0;0;0;0;2;1;0;3;0;0;2;0;0;2;2;2;0;2;3;1;4;3;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;2;2;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;1;0;2;0;2;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;5;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Kladno;2;4;11;3;0;3;3;1;0;0;1;0;3;1;0;0;0;0;0;1;1;0;3;0;0;1;0;0;0;0;2;0;0;0;3;0;0;0;1;1;0;2;1;0;0;0;0;0;1;0;0;1;1;0;2;2;1;2;3;0;0;1;0;0;0;0;0;0;0;1;1;0;2;0;3;0;0;1;1;0;0;1;0;1;1;3;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;2;0;2;2;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;2;0;0;0;2;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;5;1;0;0;1;0;0;0;2;0;0;0;0;1;2;0;0;0;2;0;0;0;0;1;1;1;3;0;0;0;0;0;0;1;2;0;0;2;1;0;2;1;0;0;0;0;1;2;0;0;1;0;0;0;0;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ústavního soudu;4;0;1;2;2;4;2;2;2;1;1;2;0;1;1;3;1;1;0;1;1;0;1;2;0;0;2;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
ČNB;5;5;3;6;5;1;8;2;1;0;1;1;0;2;1;1;1;0;0;2;3;0;1;0;1;3;0;0;1;1;1;0;1;0;1;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;1;1;1;0;2;1;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;0;2;0;0;0;0;1;0;2;1;0;0;2;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;0
Zemanem;4;3;0;6;3;6;2;1;2;2;1;4;0;2;1;0;1;0;0;1;2;1;1;4;1;0;3;1;0;0;2;1;0;1;0;0;1;0;0;0;0;1;2;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
